d,d_nj,fte,bk,kfc,roys,wendys,co_owned,centralj,southj,pa1,pa2,demp,State
0,0,18.6,1,1,1,0,1,1,1,1,1,4,New Jersey
0,0,15.4,1,0,1,1,0,0,1,1,1,1.25,New Jersey
0,0,21.3,1,1,0,1,1,0,1,1,1,-12.5,New Jersey
0,0,28.5,1,1,0,1,1,0,1,1,1,-9,New Jersey
0,0,42.4,1,1,1,0,1,0,1,1,1,-2,New Jersey
0,0,20,0,1,1,1,1,1,1,1,1,2,New Jersey
0,0,13.7,0,1,1,1,1,1,1,1,1,-5.25,New Jersey
0,0,33,0,1,1,1,1,1,1,1,1,3.5,New Jersey
0,0,0.6,0,1,1,1,1,1,1,1,1,-9.5,New Jersey
0,0,25.3,0,1,1,1,1,1,1,1,1,-22.25,New Jersey
0,0,18,1,0,1,1,1,1,1,1,1,3,New Jersey
0,0,61.3,1,1,0,1,0,1,1,1,1,12,New Jersey
0,0,29.6,1,1,0,1,0,1,1,1,1,-2.5,New Jersey
0,0,14.1,1,1,0,1,0,1,1,1,1,-7,New Jersey
0,0,34.8,1,1,1,0,1,1,1,1,1,-5,New Jersey
0,0,37,0,1,1,1,0,1,1,1,1,-5,New Jersey
0,0,54.8,0,1,1,1,0,1,1,1,1,11.5,New Jersey
0,0,24.9,1,1,0,1,1,1,1,1,1,0.25,New Jersey
0,0,22.3,1,1,0,1,0,1,1,1,1,-3.5,New Jersey
0,0,24.9,1,1,1,0,0,1,1,1,1,-3,New Jersey
0,0,26.3,0,1,1,1,1,1,1,1,1,-11,New Jersey
0,0,13,0,1,1,1,1,1,1,1,1,7.5,New Jersey
0,0,25.1,1,1,0,1,0,1,1,1,1,-9.5,New Jersey
0,0,25.1,1,1,0,1,0,1,1,1,1,-12.5,New Jersey
0,0,26.9,1,1,0,1,1,1,1,1,1,-3.5,New Jersey
0,0,22.9,0,1,1,1,1,1,0,1,1,4,New Jersey
0,0,34.9,0,1,1,1,0,1,0,1,1,0.75,New Jersey
0,0,14.8,1,0,1,1,0,1,0,1,1,2.5,New Jersey
0,0,17,1,0,1,1,0,1,0,1,1,0,New Jersey
0,0,8.4,1,0,1,1,0,1,0,1,1,0.5,New Jersey
0,0,19.3,1,0,1,1,0,1,0,1,1,3,New Jersey
0,0,12.6,0,1,1,1,0,1,1,1,1,-2,New Jersey
0,0,16.6,1,0,1,1,0,1,1,1,1,5.5,New Jersey
0,0,8.1,1,0,1,1,0,1,1,1,1,-12,New Jersey
0,0,14.2,1,0,1,1,1,1,0,1,1,-1,New Jersey
0,0,16.5,1,0,1,1,1,1,0,1,1,-1,New Jersey
0,0,79.7,1,1,0,1,1,1,0,1,1,-1,New Jersey
0,0,23.8,1,1,0,1,0,1,0,1,1,-18.5,New Jersey
0,0,12.9,1,1,1,0,1,1,0,1,1,1.5,New Jersey
0,0,9.5,0,1,1,1,1,1,0,1,1,-4.5,New Jersey
0,0,16,1,1,0,1,0,1,0,1,1,-6.5,New Jersey
0,0,13.3,1,1,1,0,1,1,0,1,1,-4.5,New Jersey
0,0,29.2,1,1,1,0,1,1,0,1,1,-2,New Jersey
0,0,38.4,1,1,1,0,1,1,1,1,1,10,New Jersey
0,0,23.7,0,1,1,1,1,1,1,1,1,0,New Jersey
0,0,45.3,0,1,1,1,0,1,1,1,1,6,New Jersey
0,0,20.5,0,1,1,1,1,1,1,1,1,-17,New Jersey
0,0,40.9,0,1,1,1,0,1,1,1,1,14,New Jersey
0,0,29.8,0,1,1,1,1,1,1,1,1,4,New Jersey
0,0,40.2,1,1,1,0,0,1,1,1,1,-1,New Jersey
0,0,10.6,1,1,1,0,0,1,1,1,1,3,New Jersey
0,0,16.7,0,1,1,1,1,1,1,1,1,-24,New Jersey
0,0,52.3,0,1,1,1,1,0,1,1,1,9.5,New Jersey
0,0,14,0,1,1,1,1,0,1,1,1,0,New Jersey
0,0,10.1,1,0,1,1,1,0,1,1,1,-4.5,New Jersey
0,0,22.7,1,1,0,1,1,0,1,1,1,5.5,New Jersey
0,0,22.7,1,1,0,1,1,0,1,1,1,5.5,New Jersey
0,0,20.1,0,1,1,1,1,0,1,1,1,-15.5,New Jersey
0,0,38.6,0,1,1,1,1,0,1,1,1,-2,New Jersey
0,0,23.3,0,1,1,1,1,0,1,1,1,-1.5,New Jersey
0,0,41.8,0,1,1,1,1,0,1,1,1,5.75,New Jersey
0,0,9,1,0,1,1,1,0,1,1,1,-4.5,New Jersey
0,0,25.8,1,1,0,1,1,0,1,1,1,-1,New Jersey
0,0,14.4,1,1,0,1,1,0,1,1,1,-2,New Jersey
0,0,36.7,1,1,0,1,1,0,1,1,1,12,New Jersey
0,0,37.6,1,1,0,1,1,0,1,1,1,2,New Jersey
0,0,43.9,0,1,1,1,1,1,0,1,1,10,New Jersey
0,0,5.8,1,0,1,1,1,1,0,1,1,-6,New Jersey
0,0,12.2,1,1,0,1,1,1,0,1,1,-1.5,New Jersey
0,0,39,0,1,1,1,1,1,1,1,1,9,New Jersey
0,0,36.9,0,1,1,1,1,0,1,1,1,3,New Jersey
0,0,16.3,1,0,1,1,1,1,1,1,1,2.5,New Jersey
0,0,9.9,1,0,1,1,1,1,1,1,1,4.5,New Jersey
0,0,29.4,1,1,0,1,1,1,1,1,1,-5.25,New Jersey
0,0,26.1,1,1,0,1,0,1,1,1,1,2.5,New Jersey
0,0,36.7,1,1,1,0,1,1,1,1,1,-6.75,New Jersey
0,0,25.3,0,1,1,1,1,0,1,1,1,-3.5,New Jersey
0,0,31.1,0,1,1,1,1,1,1,1,1,-7.5,New Jersey
0,0,45.6,0,1,1,1,1,1,1,1,1,8.5,New Jersey
0,0,29.9,0,1,1,1,1,1,1,1,1,-0.25,New Jersey
0,0,26.2,0,1,1,1,1,1,1,1,1,-13,New Jersey
0,0,19.4,0,1,1,1,1,1,1,1,1,0.5,New Jersey
0,0,45.6,0,1,1,1,1,1,1,1,1,-19.5,New Jersey
0,0,35.7,0,1,1,1,1,1,1,1,1,19,New Jersey
0,0,14.6,1,0,1,1,1,1,1,1,1,11,New Jersey
0,0,20.4,1,0,1,1,1,1,1,1,1,-0.5,New Jersey
0,0,63.6,1,1,0,1,0,1,1,1,1,11,New Jersey
0,0,32.8,1,1,0,1,0,1,1,1,1,-1,New Jersey
0,0,35.9,0,1,1,1,1,0,1,1,1,8.5,New Jersey
0,0,27.5,0,1,1,1,1,0,1,1,1,-1,New Jersey
0,0,20.5,0,1,1,1,1,1,0,1,1,3.5,New Jersey
0,0,15.5,0,1,1,1,0,0,1,1,1,-3.5,New Jersey
0,0,27.2,0,1,1,1,0,0,1,1,1,3.5,New Jersey
0,0,17.1,0,1,1,1,0,1,1,1,1,2.5,New Jersey
0,0,13.3,1,0,1,1,1,0,1,1,1,-13,New Jersey
0,0,20.9,1,0,1,1,1,1,1,1,1,3.5,New Jersey
0,0,15.8,1,0,1,1,1,0,1,1,1,1.5,New Jersey
0,0,17.8,1,0,1,1,1,0,1,1,1,-1,New Jersey
0,0,101.7,1,1,0,1,0,0,1,1,1,-25.5,New Jersey
0,0,27.2,1,1,0,1,1,0,1,1,1,4.5,New Jersey
0,0,19,1,1,0,1,1,1,0,1,1,-5.5,New Jersey
0,0,16.3,1,1,1,0,1,0,1,1,1,-33.5,New Jersey
0,0,26.9,0,1,1,1,1,1,1,1,1,3,New Jersey
0,0,25.5,0,1,1,1,1,1,1,1,1,-2.5,New Jersey
0,0,27.5,0,1,1,1,0,1,1,1,1,6.5,New Jersey
0,0,20.8,0,1,1,1,1,1,1,1,1,3.5,New Jersey
0,0,42.9,1,1,0,1,1,1,1,1,1,3.75,New Jersey
0,0,35.9,0,1,1,1,1,0,1,1,1,22,New Jersey
0,0,29.6,0,1,1,1,1,0,1,1,1,-18.5,New Jersey
0,0,46.3,0,1,1,1,1,0,1,1,1,14.25,New Jersey
0,0,25.5,0,1,1,1,1,1,1,1,1,10,New Jersey
0,0,45.7,0,1,1,1,1,1,1,1,1,4.5,New Jersey
0,0,31.9,0,1,1,1,0,0,1,1,1,0.5,New Jersey
0,0,59.7,0,1,1,1,1,1,1,1,1,16.5,New Jersey
0,0,27.2,0,1,1,1,1,0,1,1,1,12.5,New Jersey
0,0,8.6,1,0,1,1,1,0,1,1,1,-9,New Jersey
0,0,27,1,1,0,1,0,0,1,1,1,2.75,New Jersey
0,0,29.2,1,1,0,1,0,0,1,1,1,-6.5,New Jersey
0,0,23.8,1,1,0,1,0,0,1,1,1,0.5,New Jersey
0,0,17.3,1,1,0,1,1,0,1,1,1,2.25,New Jersey
0,0,34,1,1,0,1,0,1,1,1,1,2,New Jersey
0,0,24.1,1,1,1,0,1,0,1,1,1,5,New Jersey
0,0,19.4,1,1,1,0,1,0,1,1,1,4.5,New Jersey
0,0,58.6,1,1,1,0,1,1,1,1,1,24.5,New Jersey
0,0,24.7,0,1,1,1,1,1,1,1,1,-2,New Jersey
0,0,12.6,0,1,1,1,1,1,1,1,1,2.5,New Jersey
0,0,32.1,0,1,1,1,1,1,1,1,1,8.25,New Jersey
0,0,9.4,0,1,1,1,1,1,1,1,1,-5,New Jersey
0,0,14.5,1,0,1,1,1,1,1,1,1,1,New Jersey
0,0,17.4,1,0,1,1,1,1,1,1,1,3,New Jersey
0,0,29.1,1,1,0,1,0,1,1,1,1,-1.5,New Jersey
0,0,29.1,1,1,1,0,1,1,1,1,1,-7,New Jersey
0,0,26.9,0,1,1,1,1,1,1,1,1,1.5,New Jersey
0,0,16.5,0,1,1,1,0,1,1,1,1,0.75,New Jersey
0,0,25.2,0,1,1,1,1,1,1,1,1,5,New Jersey
0,0,45.1,0,1,1,1,1,1,1,1,1,-4.5,New Jersey
0,0,56.6,0,1,1,1,1,1,1,1,1,8.5,New Jersey
0,0,38,0,1,1,1,1,1,1,1,1,8.75,New Jersey
0,0,9.6,1,0,1,1,0,1,1,1,1,-12.5,New Jersey
0,0,12.4,1,0,1,1,1,1,1,1,1,0.5,New Jersey
0,0,10.7,1,0,1,1,1,1,1,1,1,-0.25,New Jersey
0,0,12.5,1,0,1,1,1,1,0,1,1,-2.5,New Jersey
0,0,28.5,1,0,1,1,1,1,1,1,1,4.5,New Jersey
0,0,6.9,1,0,1,1,1,0,1,1,1,-1,New Jersey
0,0,24.7,1,1,0,1,1,1,1,1,1,1.5,New Jersey
0,0,11.1,1,1,0,1,1,1,1,1,1,-1.5,New Jersey
0,0,31.2,1,1,1,0,1,1,1,1,1,-6,New Jersey
0,0,17.9,1,1,1,0,1,1,1,1,1,1.5,New Jersey
0,0,32.7,1,1,1,0,1,1,1,1,1,6,New Jersey
0,0,26,1,0,1,1,1,1,1,1,1,8,New Jersey
0,0,48.4,0,1,1,1,1,1,1,1,1,-3.5,New Jersey
0,0,43.2,0,1,1,1,1,1,1,1,1,11,New Jersey
0,0,26.6,0,1,1,1,1,1,1,1,1,-18,New Jersey
0,0,38.8,0,1,1,1,1,1,1,1,1,7.5,New Jersey
0,0,32.2,0,1,1,1,1,1,1,1,1,4,New Jersey
0,0,17.2,1,0,1,1,0,1,1,1,1,-3,New Jersey
0,0,24.7,1,1,0,1,0,1,1,1,1,-7.5,New Jersey
0,0,25.8,1,1,0,1,0,1,1,1,1,3,New Jersey
0,0,11.7,1,1,1,0,0,1,1,1,1,-1,New Jersey
0,0,31.7,0,1,1,1,1,1,0,1,1,3,New Jersey
0,0,46.6,0,1,1,1,1,1,0,1,1,8.25,Philadelphia
0,0,38.7,0,1,1,1,0,1,0,1,1,6.75,Philadelphia
0,0,20.6,0,1,1,1,1,1,0,1,1,3,Philadelphia
0,0,44.2,0,1,1,1,1,1,0,1,1,10.5,Philadelphia
0,0,15.3,1,0,1,1,1,1,0,1,1,4,Philadelphia
0,0,13,1,0,1,1,0,1,0,1,1,-1,Philadelphia
0,0,8.6,1,0,1,1,0,1,0,1,1,-1,Philadelphia
0,0,14.7,1,0,1,1,0,1,0,1,1,5.5,Philadelphia
0,0,9.2,1,0,1,1,1,1,0,1,1,0,Philadelphia
0,0,17.3,1,0,1,1,1,1,0,1,1,-6,Philadelphia
0,0,18.9,1,1,0,1,0,1,0,1,1,-4,Philadelphia
0,0,11.8,1,1,0,1,0,1,0,1,1,1.5,Philadelphia
0,0,28,1,1,0,1,0,1,0,1,1,9.5,Philadelphia
0,0,14.3,1,1,1,0,1,1,0,1,1,2.5,Philadelphia
0,0,36.1,1,1,1,0,1,1,0,1,1,3.75,Philadelphia
0,0,34.7,0,1,1,1,1,1,1,1,1,5,Philadelphia
0,0,21.6,0,1,1,1,1,1,1,1,1,11.5,Philadelphia
0,0,21.6,0,1,1,1,1,1,1,1,1,3.5,Philadelphia
0,0,31.3,0,1,1,1,1,1,1,1,1,-3.5,Philadelphia
0,0,26.2,0,1,1,1,1,1,1,1,1,0.5,Philadelphia
0,0,53.5,1,0,1,1,0,1,1,1,1,24,Philadelphia
0,0,18.8,1,0,1,1,1,1,1,1,1,-8,Philadelphia
0,0,27.8,1,1,0,1,0,1,1,1,1,-1,Philadelphia
0,0,43,1,1,0,1,0,1,1,1,1,-1.5,Philadelphia
0,0,36.3,1,1,1,0,1,1,1,1,1,0.5,Philadelphia
0,0,18.7,1,1,1,0,1,1,1,1,1,1.5,Philadelphia
0,0,16.5,0,1,1,1,1,1,0,1,1,6.5,Philadelphia
0,0,8,1,0,1,1,0,1,0,1,1,2.5,Philadelphia
0,0,19.9,1,1,0,1,0,1,0,1,1,1,Philadelphia
0,0,44.4,0,1,1,1,1,1,0,1,1,14.5,Philadelphia
0,0,28.6,0,1,1,1,0,1,0,1,1,-1.5,Philadelphia
0,0,19.8,0,1,1,1,1,1,0,1,1,-1.75,Philadelphia
0,0,15.8,0,1,1,1,1,1,0,1,1,10,Philadelphia
0,0,0.5,0,1,1,1,1,1,0,1,1,-10.5,Philadelphia
0,0,59.1,0,1,1,1,1,1,0,1,1,28.5,Philadelphia
0,0,22.6,1,0,1,1,0,1,0,1,1,6,Philadelphia
0,0,12.1,1,0,1,1,0,1,0,1,1,-2,Philadelphia
0,0,9.8,1,0,1,1,0,1,0,1,1,-2.5,Philadelphia
0,0,13,1,0,1,1,0,1,0,1,1,-1,Philadelphia
0,0,11.2,1,0,1,1,0,1,0,1,1,1,Philadelphia
0,0,0.4,1,1,0,1,0,1,0,1,1,-11.5,Philadelphia
0,0,19,1,1,0,1,0,1,0,1,1,-5,Philadelphia
0,0,14.8,1,1,0,1,0,1,0,1,1,-4.5,Philadelphia
0,0,19.7,1,1,0,1,0,1,0,1,1,1.5,Philadelphia
0,0,13.9,1,1,0,1,0,1,0,1,1,-2,Philadelphia
0,0,18.2,1,1,0,1,0,1,0,1,1,0,Philadelphia
0,0,13.7,1,1,0,1,0,1,0,1,1,0.5,Philadelphia
0,0,13,1,1,1,0,1,1,0,1,1,-3,Philadelphia
0,0,24.1,1,1,1,0,1,1,0,1,1,-0.5,Philadelphia
0,0,33.5,1,1,1,0,1,1,0,1,1,3.5,Philadelphia
0,0,44.9,0,1,1,1,0,1,1,1,1,15,Philadelphia
0,0,28.2,1,1,0,1,0,1,1,1,1,2.5,Philadelphia
0,0,25.8,1,1,0,1,1,1,1,1,1,-1,Philadelphia
0,0,25.3,1,1,0,1,0,1,1,1,1,7.5,Philadelphia
0,0,51.8,1,1,0,1,0,1,1,1,1,13.75,Philadelphia
0,0,13.3,1,1,1,0,1,1,1,1,1,0,Philadelphia
0,0,5.1,0,1,1,1,1,1,0,1,1,-2.5,Philadelphia
0,0,17.2,0,1,1,1,1,1,0,1,1,5.5,Philadelphia
0,0,21.7,0,1,1,1,0,1,0,1,1,-3,Philadelphia
0,0,9.8,0,1,1,1,1,1,0,1,1,1.5,Philadelphia
0,0,12.2,1,0,1,1,1,1,0,1,1,3,Philadelphia
0,0,29.3,1,0,1,1,1,1,0,1,1,19,Philadelphia
0,0,27.5,1,1,0,1,0,1,0,1,1,0.5,Philadelphia
0,0,15.8,1,1,0,1,0,1,0,1,1,-3.5,Philadelphia
0,0,15.9,0,1,1,1,1,0,1,1,1,2.25,Philadelphia
0,0,39.9,0,1,1,1,1,1,0,1,1,-12.5,Philadelphia
0,0,32.9,0,1,1,1,0,1,0,1,1,6.25,Philadelphia
0,0,13.5,0,1,1,1,0,1,0,1,1,-11,Philadelphia
0,0,30.3,0,1,1,1,1,1,0,1,1,2,Philadelphia
0,0,15.5,1,0,1,1,0,1,0,1,1,2.5,Philadelphia
0,0,8.7,1,0,1,1,0,1,0,1,1,-3,Philadelphia
0,0,10.5,1,0,1,1,0,1,0,1,1,3.25,Philadelphia
0,0,0.6,1,1,0,1,0,0,1,1,1,-10.75,Philadelphia
0,0,17,1,1,0,1,0,1,0,1,1,1,Philadelphia
0,0,35.4,1,1,0,1,0,1,0,1,1,5.75,Philadelphia
0,0,12,1,1,1,0,1,0,1,1,1,0.5,Philadelphia
0,0,23.3,0,1,1,1,0,1,0,1,1,2.5,Philadelphia
0,0,38.3,0,1,1,1,1,1,0,1,1,11,Philadelphia
0,0,24.7,0,1,1,1,1,1,0,1,1,4.5,Philadelphia
0,0,29.1,1,0,1,1,1,1,0,1,1,4.5,Philadelphia
0,0,25.4,1,0,1,1,1,1,0,1,1,4,Philadelphia
0,0,20.6,1,1,0,1,1,1,0,1,1,1.5,Philadelphia
0,0,13.3,1,1,1,0,1,1,0,1,1,2,Philadelphia
0,0,0.6,0,1,1,1,0,1,1,1,1,-11,Philadelphia
0,0,48.6,0,1,1,1,1,1,1,1,1,2.95,Philadelphia
0,0,11.4,0,1,1,1,1,1,1,1,1,-1,Philadelphia
0,0,19.4,0,1,1,1,1,1,1,1,1,2.5,Philadelphia
0,0,37.8,0,1,1,1,1,1,1,1,1,4.5,Philadelphia
0,0,40.4,0,1,1,1,1,1,1,1,1,5,Philadelphia
0,0,8.5,0,1,1,1,1,1,1,1,1,0.5,Philadelphia
0,0,42.4,0,1,1,1,1,1,1,1,1,-0.5,Philadelphia
0,0,28.6,0,1,1,1,1,1,1,1,1,11,Philadelphia
0,0,20.9,1,0,1,1,1,1,1,1,1,-1.5,Philadelphia
0,0,25.9,1,0,1,1,0,1,1,1,1,11.5,Philadelphia
0,0,36,1,1,0,1,0,1,1,1,1,-9.5,Philadelphia
0,0,19.3,1,1,0,1,0,1,1,1,1,-4,Philadelphia
0,0,32.4,1,1,0,1,0,1,1,1,1,11.5,Philadelphia
0,0,38.5,1,1,0,1,0,1,1,1,1,11.5,Philadelphia
0,0,21.9,1,1,0,1,0,1,1,1,1,-3,Philadelphia
0,0,27,1,1,0,1,1,1,1,1,1,8,Philadelphia
0,0,16.4,1,1,0,1,0,1,1,1,1,3,Philadelphia
0,0,11.2,1,1,0,1,0,1,1,1,1,-5,Philadelphia
0,0,17.2,0,1,1,1,1,1,1,1,1,0.5,Philadelphia
0,0,40.6,0,1,1,1,1,1,1,1,1,4.5,Philadelphia
0,0,10,1,0,1,1,1,0,1,1,1,-1.5,Philadelphia
0,0,12.5,0,1,1,1,1,1,1,1,1,-9.5,Philadelphia
0,0,17.4,0,1,1,1,1,1,1,1,1,-1,Philadelphia
0,0,21,0,1,1,1,1,1,1,1,1,-5.5,Philadelphia
0,0,27.4,0,1,1,1,0,1,1,1,1,5,Philadelphia
0,0,34.2,0,1,1,1,1,1,1,1,1,-19.5,Philadelphia
0,0,10.1,1,0,1,1,0,1,1,1,1,-2,Philadelphia
0,0,40.8,1,0,1,1,0,1,1,1,1,4,Philadelphia
0,0,16.3,1,0,1,1,1,1,1,1,1,10,Philadelphia
0,0,38.6,1,0,1,1,0,1,1,1,1,15.25,Philadelphia
0,0,23.5,1,0,1,1,0,1,1,1,1,8.25,Philadelphia
0,0,26.3,1,1,0,1,0,1,1,1,1,-3.5,Philadelphia
0,0,22.5,1,1,1,0,1,1,1,1,1,7,Philadelphia
0,0,32.4,1,1,1,0,1,1,1,1,1,6,Philadelphia
0,1,57.8,0,1,1,1,1,1,1,0,1,-16,Philadelphia
0,1,13,1,0,1,1,1,1,1,0,1,-1.75,Philadelphia
0,1,6.2,1,0,1,1,0,1,1,0,1,2.5,Philadelphia
0,1,50.9,1,1,1,0,0,1,1,0,1,-13.5,Philadelphia
0,1,32.9,1,1,1,0,0,1,1,0,1,12,Philadelphia
0,1,105.7,0,1,1,1,1,1,1,1,0,-41,Philadelphia
0,1,30.2,0,1,1,1,1,1,1,1,0,13.5,Philadelphia
0,1,13.4,1,0,1,1,0,1,1,1,0,0.5,Philadelphia
0,1,8.9,1,0,1,1,0,1,1,0,1,0,Philadelphia
0,1,12.3,1,1,0,1,0,1,1,1,0,2.5,Philadelphia
0,1,76.3,0,1,1,1,1,1,1,1,0,-28.5,Philadelphia
0,1,34.1,0,1,1,1,1,1,1,1,0,4.5,Philadelphia
0,1,22,0,1,1,1,1,1,1,1,0,-2,Philadelphia
0,1,20.9,0,1,1,1,1,1,1,1,0,5,Philadelphia
0,1,25.1,1,0,1,1,0,1,1,1,0,3.75,Philadelphia
0,1,14.2,1,0,1,1,0,1,1,1,0,4.5,Philadelphia
0,1,12.1,1,1,0,1,0,1,1,1,0,4.5,Philadelphia
0,1,49.2,1,1,0,1,1,1,1,1,0,-13.5,Philadelphia
0,1,26.9,1,1,0,1,1,1,1,1,0,-3.5,Philadelphia
0,1,15.2,1,1,0,1,0,1,1,1,0,-5.75,Philadelphia
0,1,36.5,1,1,0,1,0,1,1,0,1,-16.5,Philadelphia
0,1,20,1,1,0,1,1,1,1,1,0,0.5,Philadelphia
0,1,23.5,1,1,0,1,0,1,1,1,0,-2,Philadelphia
0,1,21.6,1,1,1,0,0,1,1,1,0,2,Philadelphia
0,1,14.2,1,1,0,1,0,1,1,1,0,0,Philadelphia
0,1,31.4,1,1,0,1,0,1,1,1,0,-1,Philadelphia
0,1,28.6,0,1,1,1,1,1,1,0,1,-6.5,Philadelphia
0,1,27.7,0,1,1,1,1,1,1,0,1,-3,Philadelphia
0,1,20.7,0,1,1,1,1,1,1,0,1,-1,Philadelphia
0,1,17.8,0,1,1,1,1,1,1,0,1,8,Philadelphia
0,1,30.4,0,1,1,1,1,1,1,0,1,-7.5,Philadelphia
0,1,13.3,0,1,1,1,1,1,1,0,1,1.5,Philadelphia
0,1,31.8,0,1,1,1,1,1,1,0,1,6.5,Philadelphia
0,1,20.2,1,0,1,1,1,1,1,0,1,3.5,Philadelphia
0,1,16.8,1,0,1,1,1,1,1,0,1,6.5,Philadelphia
0,1,53.9,1,1,1,0,0,1,1,0,1,-17.5,Philadelphia
0,1,38.7,1,1,1,0,0,1,1,0,1,-5,Philadelphia
0,1,15.3,1,1,1,0,1,1,1,0,1,2,Philadelphia
0,1,32.9,1,1,1,0,1,1,1,0,1,0.5,Philadelphia
0,1,8.9,1,0,1,1,0,1,1,1,0,0.5,Philadelphia
0,1,49.5,0,1,1,1,1,1,1,0,1,-9,Philadelphia
0,1,42.7,0,1,1,1,1,1,1,0,1,-18,Philadelphia
0,1,29.1,0,1,1,1,1,1,1,0,1,-3.5,Philadelphia
0,1,69.4,0,1,1,1,1,1,1,0,1,-7,Philadelphia
0,1,23.6,0,1,1,1,1,1,1,0,1,-1.25,Philadelphia
0,1,8,1,0,1,1,1,1,1,0,1,2.5,Philadelphia
0,1,24.4,1,1,1,0,1,1,1,0,1,3,Philadelphia
0,1,60.6,1,1,1,0,1,1,1,0,1,-19.5,Philadelphia
0,1,29.6,1,1,1,0,1,1,1,0,1,2,Philadelphia
0,1,19.8,1,1,1,0,1,1,1,0,1,7,Philadelphia
0,1,29.3,0,1,1,1,1,1,1,1,0,4,Philadelphia
0,1,13.2,0,1,1,1,1,1,1,1,0,12.5,Philadelphia
0,1,15.4,0,1,1,1,1,1,1,1,0,19.5,Philadelphia
0,1,14,1,0,1,1,0,1,1,1,0,6,Philadelphia
0,1,29.7,1,1,0,1,0,1,1,1,0,-2.5,Philadelphia
0,1,17,1,1,1,0,1,1,1,1,0,2.75,Philadelphia
